year,medianHI,IncarcerationRate,total_pop
2005,126,5.023456510769908e-3,1652846
2005,126,5.769107835583623e-3,11888840
2005,127,6.151946330607608e-3,4759957
2005,133,1.4081186882302344e-3,797518
2005,130,2.151497999954997e-3,1155474
2005,131,2.696646423183256e-3,3264425
2005,131,3.3935496574999044e-3,2193868
2005,130,4.024577275562261e-3,3615535
2005,132,4.478879202268965e-3,1280231
2005,130,4.898832652753129e-3,9220564
2005,132,5.821788835152864e-3,2349965
2005,129,6.983538000125416e-3,2312295
2005,139,1.4918758026989719e-3,1103309
2005,143,2.1194500142400546e-3,3472599
2005,141,2.7654680456760325e-3,2783254
2005,142,3.5106420140171633e-3,1889398
2005,143,3.916715532799708e-3,1930444
2005,145,4.294996996946507e-3,8564616
2005,137,5.4200498816704785e-3,2509940
2005,139,7.353400687428393e-3,672070
2005,139,9.315855531742329e-3,220699
2005,162,1.2686020410587705e-3,2567393
2005,155,2.1387670722515487e-3,6044604
2005,158,2.6273600137750363e-3,3682023
2005,157,3.380179125442018e-3,5405039
2005,166,4.098327752131244e-3,2366575
2005,153,4.407401815711305e-3,4947813
2005,152,4.819218269965016e-3,450488
2005,158,6.517050314231527e-3,215128
2005,149,9.147609147609148e-3,4810
2005,202,1.3772140320055444e-3,12838963
2005,186,1.9580607255173573e-3,6319518
2005,187,2.6160802008280354e-3,2392893
2005,176,3.1787899192516006e-3,3335546
2005,197,3.764291638469249e-3,1965310
2005,191,5.26157433525142e-3,531780
2005,198,6.231839373639413e-3,214062
2005,257,1.3298863515999828e-3,254909
2006,84,1.2630602988522456e-3,1018162
2006,83,2.1729493696582523e-3,1931016
2006,84,2.760805479371691e-3,1704575
2006,83,3.3942241098657466e-3,2942646
2006,81,3.990131826495522e-3,2445032
2006,80,4.467134299341679e-3,1808542
2006,82,5.076567055982037e-3,2353362
2006,84,5.89551024965087e-3,2078022
2006,84,6.905185318861266e-3,2814986
2006,85,1.0654625241908562e-2,7231038
2006,93,0.3416988416988417,518
2006,99,1.4501214074807314e-3,1772955
2006,99,2.1710331992491664e-3,2813407
2006,98,2.742789369805944e-3,2532823
2006,99,3.3407447610946206e-3,2231239
2006,99,3.929582266149442e-3,2103277
2006,99,4.429285340474715e-3,1809547
2006,98,5.0894245634794735e-3,3079523
2006,100,5.910338744208592e-3,2667529
2006,98,6.80954292819914e-3,2717363
2006,99,1.0055240354307573e-2,4679550
2006,106,1.4744268735005937e-3,965799
2006,106,2.092439676964239e-3,649959
2006,106,2.795125720402362e-3,1410670
2006,105,3.42462253017413e-3,3815603
2006,105,3.8707459336420973e-3,506104
2006,107,4.552741301213156e-3,1687994
2006,106,5.13272563543505e-3,2156554
2006,106,5.838516263840047e-3,3343829
2006,105,6.9498919611761575e-3,4705253
2006,106,8.82769850370644e-3,6735844
2006,112,1.3635124079629125e-3,1580477
2006,111,2.110923708751522e-3,1322170
2006,110,2.808230065865408e-3,3617225
2006,111,3.3107763314564084e-3,1140518
2006,112,3.906101707230554e-3,2449757
2006,111,4.351740828095696e-3,1138395
2006,112,5.0973928011935924e-3,4451099
2006,112,5.884443477528772e-3,4026549
2006,109,6.6483139261962285e-3,4007031
2006,113,9.104745729496684e-3,3061700
2006,120,1.4560256863193333e-3,769904
2006,120,2.112737788474024e-3,2133251
2006,120,2.7132268381094902e-3,2802567
2006,122,3.303294965857964e-3,3421735
2006,119,3.9176577507780645e-3,3877572
2006,121,4.503724182468148e-3,3394302
2006,118,5.04302907908316e-3,1998997
2006,118,5.938165344435183e-3,694659
2006,118,6.994332441484024e-3,2954535
2006,119,8.113127764007223e-3,4280470
2006,127,1.1584226945619447e-3,1102361
2006,127,2.1442264716854988e-3,541454
2006,128,2.7883983527064384e-3,1926554
2006,127,3.5456302777495167e-3,589740
2006,127,3.9747508305647845e-3,752500
2006,128,4.617842730515156e-3,6399525
2006,128,5.032010360140637e-3,3944348
2006,128,5.945844937196589e-3,1771321
2006,129,6.748765045571558e-3,215595
2006,128,8.035031333113452e-3,142501
2006,132,1.5823566004759414e-3,810184
2006,133,2.299013632478101e-3,1367543
2006,132,2.623578748308766e-3,3980822
2006,134,3.36943974250831e-3,1943053
2006,133,3.8466058525791955e-3,1233815
2006,133,4.5393950255693885e-3,1221969
2006,133,5.3633985288452065e-3,4464520
2006,130,5.933213171189717e-3,10450324
2006,132,6.538823145293808e-3,8392030
2006,132,8.988154821488155e-3,47952
2006,143,1.4629593163808055e-3,1797726
2006,145,2.109955054945639e-3,2257868
2006,142,2.706045653001433e-3,3982564
2006,143,3.336783154259049e-3,1306348
2006,140,3.805847350575095e-3,2406560
2006,144,4.387055582262339e-3,5895298
2006,138,5.188007502028665e-3,1860830
2006,138,5.757582332843172e-3,1198246
2006,143,7.104511930162999e-3,513195
2006,141,9.82236336228056e-3,230189
2006,168,1.3493483174119006e-3,2355211
2006,160,2.146469859007504e-3,7581751
2006,161,2.7176359980932165e-3,2343213
2006,161,3.3410906517508405e-3,5584404
2006,162,3.92472052023423e-3,1053833
2006,154,4.25951840628342e-3,10662473
2006,155,4.851150311577445e-3,1619822
2006,170,5.715449164497317e-3,137522
2006,156,7.1436931137859325e-3,222154
2006,201,1.3638679795232973e-3,11935906
2006,191,2.0128348019477836e-3,7046778
2006,188,2.7240059111380346e-3,1990818
2006,180,3.140271644434722e-3,3291435
2006,204,3.7436051098642814e-3,1818835
2006,188,4.658547043213238e-3,86293
2006,192,5.215055963278864e-3,268837
2006,213,5.781191165586818e-3,308068
2006,253,1.512295126209419e-3,1018981
2007,84,1.402847852898307e-3,1114875
2007,83,2.3096640033805384e-3,1798530
2007,85,2.7949231071566203e-3,1694501
2007,83,3.3666023383474484e-3,2938571
2007,82,3.957091599388293e-3,1620382
2007,79,4.450264423805212e-3,2970610
2007,84,5.135373489725726e-3,2267800
2007,81,5.866411053933134e-3,2023895
2007,85,6.884342587814046e-3,3503312
2007,84,1.0848658608897834e-2,6587266
2007,91,0.26972477064220185,545
2007,98,1.503311967923796e-3,1922422
2007,98,2.260291432882631e-3,1941785
2007,98,2.8190863378624157e-3,2430220
2007,98,3.3487326258080994e-3,2200534
2007,98,3.962617327666016e-3,2219745
2007,97,4.5393544166145985e-3,1461221
2007,98,5.01220976336404e-3,2158928
2007,99,5.791941818017555e-3,2125194
2007,97,6.98838528480733e-3,3395348
2007,98,1.013474447260313e-2,5456773
2007,106,1.5928892787031895e-3,1258719
2007,105,2.257833038583493e-3,1217982
2007,106,2.7959691133371844e-3,801511
2007,105,3.4713138642163094e-3,3436451
2007,106,3.969056792996631e-3,2189689
2007,104,4.643445473316683e-3,924529
2007,105,5.208474909377299e-3,4157071
2007,106,5.849866316609678e-3,3130157
2007,106,6.619162243211979e-3,6523182
2007,104,9.314150836076942e-3,4201886
2007,112,1.5606294608558671e-3,1912049
2007,112,2.2735144948282707e-3,1065311
2007,111,2.8569413550373767e-3,4622426
2007,111,3.307814686939689e-3,1484666
2007,111,4.019224351450567e-3,2202415
2007,113,4.573968220293013e-3,1659172
2007,113,5.166744170597223e-3,2408480
2007,112,5.957561794691535e-3,3130811
2007,111,6.970307631089383e-3,3048359
2007,110,8.671968568986235e-3,5541533
2007,119,1.4477263771969248e-3,794349
2007,120,2.197247685541928e-3,1537833
2007,120,2.8091105300862866e-3,1753224
2007,121,3.3321610237870463e-3,2522087
2007,119,4.012781151651059e-3,5195150
2007,120,4.531431867716185e-3,3706334
2007,120,5.162947845764377e-3,2233414
2007,118,5.854934651039666e-3,770632
2007,120,6.970610399397136e-3,3784604
2007,120,7.942076557400025e-3,4438134
2007,125,1.6184048349293216e-3,453533
2007,127,2.24509940382145e-3,941161
2007,126,2.8171461624203428e-3,2014095
2007,125,3.3019292280860833e-3,1122677
2007,127,3.877174114340957e-3,1177146
2007,126,4.585612116112747e-3,6108890
2007,126,5.253279909272097e-3,5419281
2007,127,5.916481612327984e-3,1902144
2007,128,8.706499719062028e-3,193993
2007,133,1.5514176787220575e-3,1747434
2007,135,2.443631696107792e-3,1732667
2007,132,2.687092654853112e-3,3591242
2007,133,3.323033331087484e-3,1617799
2007,133,3.9413697621892e-3,1798867
2007,135,4.550750368086665e-3,2610119
2007,132,5.180222061637757e-3,1699348
2007,130,6.00398506153476e-3,12238205
2007,131,6.7583548035956105e-3,6828437
2007,134,9.39789741956037e-3,125560
2007,142,1.2524454738700927e-3,1653565
2007,145,2.2531696386124843e-3,3407644
2007,145,2.813966947463186e-3,3887750
2007,144,3.359014023019252e-3,3962770
2007,146,3.9109430470390385e-3,1698823
2007,147,4.382502173724843e-3,4250768
2007,140,5.233663344780626e-3,5419913
2007,143,5.718016824408705e-3,157747
2007,141,6.56119900083264e-3,540450
2007,148,8.256510349475013e-3,329437
2007,164,1.4693752231171955e-3,3283028
2007,162,2.1067181783233292e-3,5673279
2007,162,2.739099818649474e-3,4060093
2007,164,3.3315293878266178e-3,2830832
2007,154,4.021277709522938e-3,8539077
2007,159,4.464873464647571e-3,2886308
2007,155,4.751281645840914e-3,524911
2007,166,5.569417216182498e-3,22444
2007,203,1.3861771742444923e-3,12268273
2007,192,2.0333658734904875e-3,6769072
2007,191,2.768922002255443e-3,2173409
2007,186,3.4301327544997277e-3,4819347
2007,189,3.96860008722198e-3,91720
2007,181,4.705049074167762e-3,98830
2007,204,5.371426076914376e-3,503963
2007,209,6.251734325775754e-3,122526
2007,258,1.4122071904584847e-3,279704
2008,86,1.357822729571271e-3,891869
2008,85,2.2270311493527337e-3,1856732
2008,82,2.805252832402715e-3,2127081
2008,85,3.4012790543349004e-3,2629599
2008,79,3.974235404005879e-3,2818907
2008,81,4.4105691423297465e-3,2218988
2008,85,5.053277340724923e-3,3299245
2008,80,5.814897297626355e-3,1576984
2008,82,6.957445869571919e-3,3308398
2008,83,1.0492182339396009e-2,6255324
2008,87,0.2060931899641577,558
2008,98,1.506730869899134e-3,1365871
2008,98,2.1986769468870077e-3,1351722
2008,98,2.782390324271807e-3,2781062
2008,98,3.39471714076875e-3,1919453
2008,98,3.958923634186934e-3,1924513
2008,98,4.480762903769177e-3,2282647
2008,98,5.116594390314597e-3,2870464
2008,99,5.839169261104969e-3,2673668
2008,97,6.818431414519359e-3,2859162
2008,97,9.729208170125746e-3,6458799
2008,105,1.5054136992646633e-3,880821
2008,105,2.088734516213169e-3,1403242
2008,105,2.855211823936024e-3,1482552
2008,103,3.5242556751692963e-3,3444699
2008,106,3.998647645098845e-3,1369463
2008,105,4.425058843867604e-3,1879975
2008,105,5.173011415431334e-3,2775366
2008,106,5.9675326251290225e-3,4903199
2008,105,6.967837563894369e-3,4587650
2008,105,9.745131489949772e-3,4623129
2008,111,1.5276782245665103e-3,1827610
2008,112,2.280278389815689e-3,1572615
2008,113,2.910846640602884e-3,4348563
2008,113,3.4227400705225705e-3,1373461
2008,111,3.875420814370244e-3,827265
2008,114,4.557274870879362e-3,1550488
2008,112,5.224996950390885e-3,2803638
2008,110,5.769140623737186e-3,4949264
2008,110,7.155265357628115e-3,2922603
2008,110,8.695749512471873e-3,4645373
2008,119,1.4445000424852953e-3,741433
2008,119,2.136483207827666e-3,1604974
2008,120,2.859222316347106e-3,2095325
2008,120,3.4314122310049426e-3,2606507
2008,119,3.994589742353989e-3,2884151
2008,120,4.415998647095761e-3,2885644
2008,119,5.164677493236078e-3,5278742
2008,118,5.699677089909142e-3,605122
2008,118,6.847979280539622e-3,3845660
2008,122,7.947547582406385e-3,4583049
2008,128,1.5981080982917194e-3,495586
2008,126,2.3005566605972835e-3,998454
2008,125,2.9283283817790376e-3,2816624
2008,126,3.3926947135177543e-3,1159845
2008,126,3.947748748291467e-3,2193402
2008,127,4.535023229109242e-3,6994672
2008,127,5.31628846514759e-3,2296527
2008,126,5.789146184274857e-3,449980
2008,127,6.380135289104127e-3,2354809
2008,125,8.719346049046322e-3,148635
2008,131,1.4756428944195505e-3,889104
2008,132,2.2834659668907044e-3,2081047
2008,132,2.706420827673326e-3,2311540
2008,135,3.376874816036645e-3,1552619
2008,134,3.939367793908625e-3,1321278
2008,132,4.5635888194500845e-3,3090331
2008,133,5.238241345570149e-3,5449348
2008,130,5.921993959584578e-3,10859518
2008,132,6.777246280432189e-3,6232915
2008,135,8.78313713103045e-3,212111
2008,143,1.31433078160303e-3,2513066
2008,147,2.2210686123553774e-3,5561287
2008,147,2.7636051178415015e-3,3277241
2008,146,3.284548594629132e-3,4919093
2008,143,3.873749604615831e-3,2216199
2008,145,4.299505670951493e-3,4995458
2008,147,5.097543749210747e-3,1575857
2008,144,5.626562884334189e-3,1394457
2008,143,6.265125401255152e-3,658247
2008,143,9.531267205833771e-3,81731
2008,163,1.417871105204747e-3,2327433
2008,164,2.1986758524367806e-3,3723150
2008,166,2.754076020232775e-3,3258080
2008,170,3.3128476783581672e-3,5493763
2008,160,3.7509644438215306e-3,9296809
2008,159,4.349171858348619e-3,2406895
2008,158,4.813519711886429e-3,229354
2008,156,7.461388459108845e-3,218458
2008,202,1.4033564991355264e-3,13931599
2008,191,2.0283655778204476e-3,7355676
2008,187,2.7600786810733566e-3,2787964
2008,205,3.4776631440832716e-3,1914504
2008,182,3.873083578125629e-3,99404
2008,216,4.33328152638084e-3,270234
2008,191,5.288946670842151e-3,316131
2008,200,6.054887692694085e-3,147319
2008,260,1.572273302115733e-3,292570
2009,84,1.2518482147948985e-3,718937
2009,87,2.1906141843301094e-3,2178841
2009,84,2.8601052108094297e-3,1753432
2009,85,3.273525962606775e-3,1945914
2009,84,3.7921407162898294e-3,2601433
2009,80,4.361816486394876e-3,3649397
2009,85,5.057580214669383e-3,2916019
2009,83,5.748064696852424e-3,1702834
2009,83,6.665214276282379e-3,2703589
2009,84,1.0104644839295766e-2,6277806
2009,93,0.2048417132216015,537
2009,97,1.5256901781236258e-3,711809
2009,97,2.2236682038079612e-3,1060410
2009,97,2.7985525489050605e-3,1903484
2009,97,3.2732831509899333e-3,1000219
2009,97,3.76461862214096e-3,1855168
2009,97,4.401052227908576e-3,2266049
2009,98,5.068087722726292e-3,2932467
2009,97,5.711979008981734e-3,941355
2009,97,6.665361570613679e-3,3841352
2009,96,9.153758334139036e-3,9215559
2009,104,1.5065667279019965e-3,1576432
2009,104,2.170982043443934e-3,1234925
2009,105,2.8180532393880537e-3,1310834
2009,103,3.317449471604806e-3,1343502
2009,101,3.615072685068972e-3,3740727
2009,104,4.466888169707618e-3,2226606
2009,104,5.021559079927327e-3,3354735
2009,104,5.706838272567956e-3,5265087
2009,104,6.6836217736670036e-3,2997327
2009,104,8.916343231867813e-3,4150244
2009,110,1.556524297290792e-3,1121730
2009,112,2.222006402037806e-3,1534199
2009,111,2.8716138901716533e-3,2687339
2009,112,3.208707591784222e-3,1560753
2009,111,3.8544651230026207e-3,2697910
2009,111,4.565642486000102e-3,450539
2009,112,5.160912089351686e-3,3534259
2009,111,5.7741737631182765e-3,4573295
2009,110,6.271592044248107e-3,2550708
2009,112,8.316410870798482e-3,5815249
2009,117,1.5222805669638322e-3,1604829
2009,117,2.190869610446175e-3,2057174
2009,118,2.934447171276325e-3,3285457
2009,119,3.2418302085072915e-3,2556889
2009,120,3.8865946496418192e-3,3028358
2009,118,4.443107503908553e-3,3503854
2009,117,5.088375333458496e-3,4458201
2009,117,5.714144398523749e-3,687417
2009,116,6.697235903398623e-3,1647844
2009,119,8.24119423996246e-3,545552
2009,126,1.5118707478635216e-3,1248784
2009,124,2.2155267092924067e-3,1475947
2009,127,2.789996465099293e-3,2135845
2009,125,3.2652012756897173e-3,552799
2009,127,3.8054075350241064e-3,1198032
2009,127,4.437757909215956e-3,8142400
2009,127,5.248228049211136e-3,3097998
2009,126,5.901269003354042e-3,433805
2009,128,6.708609027980119e-3,7070020
2009,123,7.395811298803336e-3,4235776
2009,134,1.4108284416613104e-3,374957
2009,131,2.270834209751378e-3,1188550
2009,133,2.904293183682633e-3,2587893
2009,132,3.4204860448119887e-3,607516
2009,133,3.7580439502586573e-3,1071302
2009,130,4.44827864020593e-3,2507262
2009,132,5.126886222232578e-3,5579605
2009,132,5.796760129528974e-3,10691662
2009,130,6.420297492704325e-3,1920316
2009,133,9.684351539169992e-3,71662
2009,144,1.4290905723599175e-3,2570166
2009,148,2.229886213484765e-3,3241421
2009,144,2.7994826732528704e-3,6163996
2009,141,3.2612796846555707e-3,1754526
2009,143,3.82708927439168e-3,4406482
2009,145,4.225724708306647e-3,5602116
2009,138,5.073860853073753e-3,222513
2009,137,5.527435418084113e-3,1444793
2009,146,6.165277587955828e-3,797531
2009,136,8.930935391172387e-3,154855
2009,164,1.4935550209741384e-3,3666420
2009,164,2.1568766601107077e-3,4340072
2009,168,2.838949305227979e-3,4373449
2009,165,3.4430286142497642e-3,10104476
2009,161,3.877517737634143e-3,3010689
2009,160,4.514994703975406e-3,841197
2009,166,7.741747005550687e-3,34230
2009,202,1.39657859758838e-3,12549240
2009,187,2.0312155699528005e-3,7950904
2009,199,2.5387701335249386e-3,584535
2009,186,3.240586803174205e-3,5043531
2009,188,3.5073417193557865e-3,105493
2009,189,4.16155712682965e-3,76654
2009,204,5.030086005019585e-3,190454
2009,246,1.162293639886809e-3,283061
2010,85,9.486885614481484e-4,364714
2010,84,2.168868794362398e-3,1373066
2010,84,2.7505649976804704e-3,1612396
2010,86,3.116208376651904e-3,1832355
2010,84,3.689458558127411e-3,2386258
2010,83,4.385497115632249e-3,4228483
2010,85,5.032817919721863e-3,1854627
2010,83,5.658658655217811e-3,2909170
2010,84,6.546111224697771e-3,3125367
2010,84,9.941635871207414e-3,7555497
2010,82,0.17439703153988867,539
2010,96,1.4962128010912877e-3,696425
2010,96,2.04891038904978e-3,1480299
2010,96,2.7367303274508877e-3,1902270
2010,96,3.177634524484031e-3,1009556
2010,96,3.5160787246755225e-3,4035177
2010,96,4.401621506121155e-3,1974954
2010,97,4.9873053132054685e-3,2671984
2010,97,5.518109409700793e-3,2057770
2010,97,6.7656552252220855e-3,4275713
2010,95,8.478349022798908e-3,7006081
2010,103,1.4487397043707695e-3,1112001
2010,103,2.039699778208039e-3,1526205
2010,103,2.777661866474571e-3,1821316
2010,103,3.1815373846455506e-3,948598
2010,104,3.683108788782897e-3,2432999
2010,103,4.41652091823689e-3,2984023
2010,103,5.033631922202647e-3,4302460
2010,104,5.567167317141257e-3,2263988
2010,103,6.482004556812038e-3,3632364
2010,102,9.069232145316207e-3,6216072
2010,110,1.4563240983084236e-3,1374694
2010,110,2.1663282619723274e-3,1486386
2010,110,2.723289249966763e-3,2564913
2010,112,3.1131397633393657e-3,1677085
2010,110,3.5870568128287283e-3,2054888
2010,110,4.441055620395794e-3,2607263
2010,109,5.071592030301633e-3,5315885
2010,110,5.7485961934535985e-3,3726475
2010,110,6.457302620799816e-3,1898161
2010,111,8.381223798867368e-3,4779135
2010,118,1.3958666681585749e-3,1072452
2010,118,2.1494367685992435e-3,2887268
2010,118,2.720559388598465e-3,2885436
2010,118,3.2115610501021324e-3,2808603
2010,119,3.6487812657466576e-3,4163582
2010,116,4.388717137033542e-3,4173657
2010,116,4.965869435532602e-3,4150532
2010,118,5.850983496424833e-3,384038
2010,116,6.159977375492067e-3,2461048
2010,116,8.082183040176957e-3,423153
2010,123,1.457524630254047e-3,941322
2010,124,2.122794103230889e-3,561053
2010,123,2.7251813838258714e-3,1582280
2010,124,3.1232886604762563e-3,830855
2010,124,3.691663006638078e-3,1359279
2010,124,4.420297374623835e-3,3372850
2010,124,4.861374112447129e-3,8563011
2010,123,5.80697899083835e-3,753576
2010,123,6.581318078701774e-3,6743482
2010,121,7.291562177984881e-3,4386440
2010,130,1.3515396031911872e-3,1493112
2010,130,2.1600272288510363e-3,831471
2010,130,2.7862324583847087e-3,1879958
2010,126,3.0411303182499632e-3,1005876
2010,129,3.674317387774582e-3,1927705
2010,129,4.270744967664605e-3,1164668
2010,129,4.872743946604735e-3,2957266
2010,127,5.553148085585334e-3,13444266
2010,126,6.1795253094153605e-3,2049672
2010,126,9.628265237776289e-3,334432
2010,142,1.4765149124512827e-3,3435116
2010,143,2.1070910637933527e-3,2989904
2010,139,2.7324088301836536e-3,5240797
2010,141,3.171034920452894e-3,3557829
2010,143,3.84875290342316e-3,7770569
2010,139,4.225109826589596e-3,2703125
2010,140,4.892758813223204e-3,415512
2010,138,5.773250900680514e-3,1124150
2010,137,6.442785582267155e-3,306234
2010,160,1.3356274615271922e-3,3740564
2010,160,2.044429186660484e-3,3903290
2010,162,2.7390961266626174e-3,2818448
2010,154,3.2404859989449706e-3,11087843
2010,160,3.8113678187986777e-3,1834512
2010,155,4.486497587244395e-3,920317
2010,162,4.953659316075424e-3,43806
2010,167,6.55289324482179e-3,35099
2010,196,1.2908162743674701e-3,12715210
2010,182,2.0107052263754286e-3,10286938
2010,175,2.888187129077046e-3,4526715
2010,203,3.079693164450676e-3,1781671
2010,179,3.3769565304527325e-3,399176
2010,198,4.531224987104463e-3,224884
2010,184,5.180673270760627e-3,46133
2010,243,1.2468263393805572e-3,287129
2011,84,1.1415617274880636e-3,619327
2011,85,2.0785656811072493e-3,828937
2011,83,2.619656324598841e-3,1157022
2011,84,3.1009451000333153e-3,1140620
2011,83,3.726059391934071e-3,2106515
2011,79,4.275919306394874e-3,3383366
2011,81,4.913207487840513e-3,1780914
2011,84,5.589992667599527e-3,3765479
2011,81,6.4907134806682495e-3,3294399
2011,82,9.920205971383095e-3,8349121
2011,91,5.925925925925926e-2,540
2011,96,1.3568552025346237e-3,437777
2011,96,2.051114859597148e-3,1410940
2011,95,2.6490956767296443e-3,1636030
2011,95,3.070020248019736e-3,2026371
2011,96,3.4952544852935594e-3,5005358
2011,95,4.415304886165454e-3,2216155
2011,96,4.832147205013743e-3,3202717
2011,96,5.532604563180445e-3,2790729
2011,96,6.509545024353085e-3,2339334
2011,95,8.34514718971054e-3,7952526
2011,102,1.4665329656555527e-3,1037140
2011,103,2.0137794804671078e-3,1170436
2011,103,2.665360367940808e-3,1800507
2011,102,3.145422214367235e-3,1199521
2011,103,3.6286808479298873e-3,1955256
2011,103,4.3645865451236885e-3,1981631
2011,103,4.848993094996518e-3,4073423
2011,103,5.429693264762529e-3,3747173
2011,102,6.6406956944460955e-3,6055992
2011,103,9.318365451953182e-3,4736453
2011,110,1.4488928218089703e-3,1053218
2011,110,1.9335441541717773e-3,1797735
2011,109,2.722022187298998e-3,1206456
2011,111,3.17146432187874e-3,1466515
2011,110,3.6624370095641044e-3,1551426
2011,111,4.383417770462874e-3,4585463
2011,108,5.020823869581285e-3,4840839
2011,110,5.608356795047316e-3,1514169
2011,111,6.202106056013558e-3,4285641
2011,111,8.312915451724587e-3,4960113
2011,118,1.3910804556465815e-3,1070391
2011,116,2.116735254360407e-3,1632703
2011,117,2.690051256715865e-3,4048250
2011,115,3.088710914084173e-3,2295456
2011,118,3.609520823698904e-3,5438395
2011,117,4.440229859579515e-3,7218320
2011,118,4.769972172634036e-3,1648018
2011,117,5.394569255929278e-3,663445
2011,117,6.483324659676036e-3,889667
2011,116,8.126677802508742e-3,1447578
2011,123,1.3157762913142068e-3,299443
2011,122,2.105756341345966e-3,1920925
2011,122,2.746891162663729e-3,820564
2011,124,3.1405814344228795e-3,2202140
2011,122,3.568181891882251e-3,925121
2011,123,4.454013612029784e-3,1900084
2011,122,4.733175892917952e-3,7326793
2011,122,5.423805741518212e-3,2996420
2011,121,6.970957648989619e-3,8167314
2011,123,7.95582911743982e-3,268231
2011,128,1.4492421266319552e-3,2005876
2011,128,1.9966105992167017e-3,599516
2011,127,2.673786303035652e-3,2039430
2011,130,3.2320984015945277e-3,3094584
2011,128,3.8311147395037764e-3,2707045
2011,126,4.431057951287324e-3,3625545
2011,128,4.973734816438406e-3,3054043
2011,125,5.234844337789273e-3,11137867
2011,126,6.197232311726035e-3,2266657
2011,129,9.346546954176038e-3,173861
2011,139,1.3910468203424129e-3,3688589
2011,143,2.186371607733371e-3,3605517
2011,138,2.654037425074073e-3,4513124
2011,142,3.0979254831318887e-3,3924239
2011,142,3.6865216232540286e-3,7159052
2011,141,4.242372281272392e-3,2251099
2011,137,4.798276537406972e-3,81696
2011,136,5.556776041958048e-3,2198577
2011,138,6.383195034808625e-3,413116
2011,145,8.082464566006795e-3,17074
2011,160,1.3992855215445464e-3,4650945
2011,162,1.9623429903274994e-3,5847092
2011,160,2.736024467626577e-3,3895433
2011,157,3.1518435942460483e-3,9839638
2011,162,3.7215360947386567e-3,1513891
2011,153,4.3628942877751e-3,682116
2011,151,4.880581122609444e-3,263903
2011,167,5.357413750429152e-3,125247
2011,151,6.734006734006734e-3,117315
2011,199,1.2408708310095685e-3,12784570
2011,184,1.989032038350529e-3,8838470
2011,183,2.6586025131479217e-3,6323623
2011,179,3.0538183187265996e-3,47809
2011,182,3.580718074533456e-3,352164
2011,208,4.897168313064866e-3,226049
2011,236,1.0366356461302862e-3,127335
2012,84,1.113254052766008e-3,537164
2012,84,2.030793480900967e-3,992223
2012,86,2.6125916601585654e-3,1105033
2012,82,3.035563850632758e-3,1074265
2012,82,3.589077606184498e-3,2296969
2012,79,4.187382293705037e-3,3426962
2012,86,4.605313091524369e-3,1304363
2012,82,5.325931613971867e-3,3714092
2012,81,6.4035595156894404e-3,4169556
2012,82,9.750314063921165e-3,8791204
2012,96,1.4423002040403097e-3,642030
2012,96,2.041261902196764e-3,1048861
2012,95,2.6757051492975123e-3,2282389
2012,96,3.0629907894039765e-3,924913
2012,96,3.392118888394458e-3,5072051
2012,96,4.230354752031652e-3,2044273
2012,94,4.594467885607126e-3,1631745
2012,95,5.2983029990692e-3,4753975
2012,96,6.5632836121986065e-3,3410488
2012,95,8.168007149240394e-3,6769950
2012,96,5.7971014492753624e-2,552
2012,102,1.4175476834771708e-3,488167
2012,103,1.9534634945108796e-3,1338648
2012,102,2.5640691985198785e-3,1690672
2012,102,3.0766269520711687e-3,976719
2012,102,3.524305413262863e-3,2562207
2012,103,4.3000993096444845e-3,3615963
2012,102,4.620840971311645e-3,1379619
2012,103,5.127864934184928e-3,6044816
2012,103,6.565237413591486e-3,4006405
2012,101,8.901321078869717e-3,6161782
2012,111,1.3849646335340512e-3,882333
2012,110,2.0463982240301938e-3,2172109
2012,110,2.6011168372815823e-3,2136390
2012,111,3.0258029826782207e-3,2546101
2012,110,3.5898100945893478e-3,2490661
2012,109,4.247863367528787e-3,2499845
2012,111,4.5720292671208316e-3,2347754
2012,109,5.239908160014452e-3,4096255
2012,109,6.189216048097283e-3,3880136
2012,110,8.095752030447264e-3,5108111
2012,117,1.3799399752345374e-3,762352
2012,117,1.9300923225785951e-3,975601
2012,117,2.608974791496705e-3,1956324
2012,117,3.016648210069749e-3,2039018
2012,118,3.4915014417676144e-3,4472288
2012,116,4.363308193932373e-3,7696683
2012,118,4.525885639858019e-3,2514425
2012,117,5.174507261124115e-3,1718811
2012,116,6.050439968247111e-3,2852024
2012,116,9.043307884602392e-3,296020
2012,121,1.2004711396784366e-3,663073
2012,121,2.1399614070494095e-3,1412175
2012,122,2.6073775060381373e-3,947312
2012,122,2.9818359866918176e-3,567771
2012,121,3.576329244775595e-3,1690001
2012,121,4.191792507641146e-3,4013796
2012,122,4.62077033936462e-3,7078257
2012,121,5.157839367605332e-3,674895
2012,120,6.664493876026468e-3,8403939
2012,121,8.3289487418175e-3,469447
2012,128,1.350193318533613e-3,1482010
2012,126,1.9636918354004607e-3,1688656
2012,127,2.7053802136534377e-3,2988859
2012,129,3.0416598182820497e-3,4605709
2012,129,3.514259451963976e-3,4117795
2012,127,4.2619245459600726e-3,1724573
2012,124,4.711997888791116e-3,10674453
2012,128,5.205508835077914e-3,2638743
2012,130,6.073441071301198e-3,2579592
2012,131,8.508907232571148e-3,353982
2012,139,1.3912048585325515e-3,3594007
2012,142,2.1018134366641928e-3,3011685
2012,143,2.543187681076326e-3,4988228
