year,state,CrimeRate,ImprisonedPerCrimeRate
2006,"OH",5.5696870565200035e-2,6.439518438870473e-2
2006,"OK",6.222157503359512e-2,5.6640783528584183e-2
2006,"OR",5.9229319673162646e-2,3.362816239809391e-2
2006,"PA",4.205091064831134e-2,5.038393756294059e-2
2006,"RI",4.228162197388028e-2,0.14444189927680878
2006,"SC",7.441996815731253e-2,4.6357283379206776e-2
2006,"SD",2.6684286129482142e-2,0.18868515906597713
2006,"TN",7.24238692484165e-2,5.099115789473684e-2
2006,"TX",6.942266471479412e-2,7.400081329685151e-2
2006,"UT",5.7738230559519876e-2,3.711368653421634e-2
2006,"VA",4.013165398776429e-2,6.505593906212806e-2
2006,"WA",7.081789748815766e-2,2.6368880266755327e-2
2006,"WI",4.630722984265667e-2,6.067441659214815e-2
2006,"WV",4.135535751180246e-2,5.568610414486286e-2
2006,"WY",4.656018979063286e-2,5.0517005107761304e-2
2007,"AK",4.483258637125042e-2,0.5936449306246152
2007,"AL",5.699524655495271e-2,6.255335400098845e-2
2007,"AR",6.706823357267619e-2,7.03469503297264e-2
2007,"AZ",7.233069546597151e-2,6.219901901221601e-2
2007,"CA",5.312734975974324e-2,9.976209164086593e-2
2007,"CO",4.8210461359758976e-2,6.649600321248855e-2
2007,"FL",7.306259870490026e-2,4.4951415101317636e-2
2007,"GA",6.370939639665094e-2,5.0793838512254975e-2
2007,"HI",6.402213793933206e-2,2.699474858176581e-2
2007,"IA",4.625118919177478e-2,4.094319892442228e-2
2007,"IL",2.1878696032009648e-2,0.18399901604804253
2007,"IN",5.144718492521677e-2,8.858480868075386e-2
2007,"KY",3.835046734668643e-2,0.13640739664317372
2007,"LA",6.522996239548935e-2,8.049262107669923e-2
2007,"MA",2.637537356950215e-2,1.9604456343380258e-2
2007,"MD",5.967144152274495e-2,4.372649026356817e-2
2007,"MI",5.377567869968107e-2,3.595861445499142e-2
2007,"MN",4.786488052169294e-2,3.6482034048303864e-2
2007,"MO",6.62207994431805e-2,7.619073304924753e-2
2007,"MS",4.22677953976392e-2,0.10668760145833887
2007,"NC",6.560966757384495e-2,3.2241827342696185e-2
2007,"ND",3.1155469552207927e-2,8.15450643776824e-2
2007,"NE",5.2647461370821366e-2,4.003798606047245e-2
2007,"NH",3.045949130223855e-2,4.28517254455821e-2
2007,"NJ",3.794480848631834e-2,6.1467152163502806e-2
2007,"NV",6.616558052676369e-2,5.354512759034081e-2
2007,"NY",3.5447542958182456e-2,5.668522561784429e-2
2007,"OH",5.195862471531845e-2,6.856417921696205e-2
2007,"OK",6.110720091373381e-2,5.864912316657444e-2
2007,"OR",5.662968328633403e-2,3.396967995508141e-2
2007,"PA",4.0876384281413006e-2,5.3178537773121294e-2
2007,"RI",4.1827896271035e-2,0.14355844500464376
2007,"SC",7.49100271468953e-2,4.632065268189769e-2
2007,"SD",2.7288716020857143e-2,0.18130869433504998
2007,"TN",7.19979090026995e-2,5.437121912318693e-2
2007,"TX",6.959026028568463e-2,7.182719518711286e-2
2007,"UT",5.868393307084269e-2,3.499868044418279e-2
2007,"VA",4.00142441665438e-2,6.546460355124871e-2
2007,"WA",6.393790998557723e-2,2.8721060578735382e-2
2007,"WI",4.6731679751228376e-2,5.865742084977255e-2
2007,"WV",3.903710960243841e-2,6.618966164629313e-2
2007,"WY",4.5572446112775555e-2,4.6172539489671933e-2
2008,"AK",4.005608866062981e-2,0.6852593842260649
2008,"AL",6.353970418079921e-2,6.222866135438263e-2
2008,"AR",6.559487921807147e-2,6.664831071231901e-2
2008,"AZ",6.654478842189263e-2,6.80650386198943e-2
2008,"CA",5.12234924939629e-2,0.1037224688410378
2008,"CO",4.6981793511677354e-2,6.831300697355361e-2
2008,"FL",7.323600241664212e-2,4.553806173929815e-2
2008,"GA",6.62464302965897e-2,4.198817937667562e-2
2008,"HI",5.5552219954013174e-2,3.422532674178892e-2
2008,"IA",4.22437464638128e-2,4.609070690439035e-2
2008,"IL",3.623789771318924e-2,0.1098012972305158
2008,"IN",5.1137506043599956e-2,9.286419662777513e-2
2008,"KY",4.2539118793148596e-2,0.1177098875653287
2008,"LA",6.915729164541627e-2,7.585659178579532e-2
2008,"MA",2.5507598729252057e-2,2.046239702365134e-2
2008,"MD",6.052770386272701e-2,4.070292333710566e-2
2008,"ME",3.575974833565001e-2,2.4631751227495908e-2
2008,"MI",5.186259836926331e-2,3.429003765555746e-2
2008,"MN",4.600466051721486e-2,3.593986079805811e-2
2008,"MO",6.301551457004795e-2,7.915578992386617e-2
2008,"MS",3.672161916514568e-2,0.12948988831874433
2008,"NC",6.553240173870455e-2,3.426950437431271e-2
2008,"ND",3.141787161691743e-2,8.14089106601353e-2
2008,"NE",4.886597919508159e-2,4.211675051790471e-2
2008,"NH",3.1213897663828854e-2,4.0550503809289755e-2
2008,"NJ",3.896836937744637e-2,5.521165784028338e-2
2008,"NV",6.071907052827771e-2,5.371555547393648e-2
2008,"NY",3.556584941256481e-2,5.3957398212725584e-2
2008,"OH",5.2109693516615305e-2,6.892129506710283e-2
2008,"OK",6.03103789129603e-2,6.04880276184612e-2
2008,"OR",5.302044272026234e-2,3.649471943753445e-2
2008,"PA",4.171333290673866e-2,5.32594412386448e-2
2008,"RI",4.545568296833465e-2,0.12475913748279553
2008,"SC",7.283681289120422e-2,4.512514243763146e-2
2008,"SD",2.8929283511140897e-2,0.1683453237410072
2008,"TN",7.060139164417897e-2,5.440563121735257e-2
2008,"TX",6.754420530514677e-2,7.40583683754096e-2
2008,"UT",5.718090630735951e-2,3.4514868100607825e-2
2008,"VA",4.040256731268295e-2,6.160801880680451e-2
2008,"WA",6.016367271518255e-2,2.9712871873888824e-2
2008,"WI",4.5373835468049815e-2,5.766587456900568e-2
2008,"WV",3.931161167066791e-2,6.316905360743312e-2
2008,"WY",4.26091099578366e-2,4.9056150054106046e-2
2009,"AK",4.24902522852224e-2,0.6796825241291461
2009,"AL",6.205035716433148e-2,6.626891114425741e-2
2009,"AR",6.341817436577864e-2,7.218589930454337e-2
2009,"AZ",5.821445648177836e-2,7.668226400013321e-2
2009,"CA",4.739626425297589e-2,0.10265167575249239
2009,"CO",4.427708170627722e-2,6.928038648368859e-2
2009,"FL",6.783176586910665e-2,4.5143855917575824e-2
2009,"GA",6.072203911873115e-2,5.1758291822829226e-2
2009,"HI",5.694959055092023e-2,3.2249306727170475e-2
2009,"IA",4.0751372940589115e-2,4.327795436704544e-2
2009,"IL",3.864962188493914e-2,0.10424033572076101
2009,"IN",4.80923187883159e-2,0.1009007875844186
2009,"KY",4.0154717639617976e-2,0.12475308748003229
2009,"LA",6.35813296252003e-2,8.524827421050987e-2
2009,"MA",2.604188869319393e-2,2.024640303265271e-2
2009,"MD",5.5433583172276306e-2,4.034106831932889e-2
2009,"MI",5.0217203876951305e-2,3.549008396280358e-2
2009,"MN",4.302792208859422e-2,4.140351801484389e-2
2009,"MO",5.88085231061448e-2,7.987802259159044e-2
2009,"MS",5.105424022937758e-2,8.340567612687813e-2
2009,"NC",5.933785511618493e-2,3.682533956814306e-2
2009,"ND",3.158575247093927e-2,7.911516964496576e-2
2009,"NE",4.6383177244965226e-2,4.3617062194699796e-2
2009,"NH",3.339233712099583e-2,4.377564979480164e-2
2009,"NJ",3.540788881586223e-2,5.6122473457207694e-2
2009,"NV",5.501514865813136e-2,5.639762790230174e-2
2009,"NY",3.432414460070232e-2,5.255161279621377e-2
2009,"OH",5.0518811819206214e-2,6.756610232500504e-2
2009,"OK",6.154533017670045e-2,5.097232759653396e-2
2009,"OR",4.884623683325325e-2,4.1527040677259534e-2
2009,"PA",3.863865839732688e-2,5.550461950772269e-2
2009,"RI",4.233364606136419e-2,0.12459780681594326
2009,"SC",6.769665246500305e-2,4.6238755586243935e-2
2009,"SD",2.9310044939911576e-2,0.16864476952801546
2009,"TN",6.622603716759917e-2,5.538092672606029e-2
2009,"TX",6.76831847077654e-2,7.13037153377908e-2
2009,"UT",5.563927689961057e-2,3.5927897137092206e-2
2009,"VA",3.487619443017014e-2,5.304505184435544e-2
2009,"WA",5.823336127057157e-2,2.916114657352764e-2
2009,"WI",4.2621916721229815e-2,5.81001031545527e-2
2009,"WV",3.884714624664901e-2,6.683783163212056e-2
2009,"WY",4.025351283865991e-2,5.281180034242065e-2
2010,"AK",4.182676382908248e-2,0.5155909720847357
2010,"AL",5.516125626018222e-2,6.794512431348419e-2
2010,"AR",6.087974586473432e-2,7.538802660753881e-2
2010,"AZ",5.503629999000531e-2,7.2181234191894e-2
2010,"CA",4.545356038225218e-2,9.719225457908959e-2
2010,"CO",4.362482896604388e-2,6.855501094033692e-2
2010,"FL",6.29138986421808e-2,4.559208649882023e-2
2010,"GA",5.870684854704825e-2,5.116333268595844e-2
2010,"HI",5.4456562699922e-2,3.323208143066927e-2
2010,"IA",3.9104896526544634e-2,5.0356086627853e-2
2010,"IL",4.573740762700834e-2,8.0065867854514e-2
2010,"IN",4.795452679545083e-2,9.72428435322168e-2
2010,"KY",4.097168750545211e-2,0.12455363878690338
2010,"LA",6.05679645078775e-2,9.131828965756318e-2
2010,"MA",4.1054787834136366e-2,1.901397701750943e-2
2010,"MD",5.220553066315577e-2,4.273905737764456e-2
2010,"MI",4.8052081004935146e-2,3.7705641348881186e-2
2010,"MN",4.190470588800848e-2,4.364666981577704e-2
2010,"MO",5.766841085354242e-2,7.986749128174687e-2
2010,"MS",3.5761984650040574e-2,0.13788541772667143
2010,"NC",5.519398418262995e-2,3.832167911324166e-2
2010,"ND",2.912051064912942e-2,8.177845015969071e-2
2010,"NE",4.5280781427053045e-2,4.712021571708472e-2
2010,"NJ",3.562363559735383e-2,5.425447570939579e-2
2010,"NV",5.098845336767603e-2,6.116897835824923e-2
2010,"NY",3.41155706465217e-2,5.0728267229304444e-2
2010,"OH",5.0178109724350335e-2,6.493263570281771e-2
2010,"OK",5.90698040514004e-2,6.001057757691066e-2
2010,"OR",4.889755040941589e-2,3.942723414382611e-2
2010,"PA",3.818415416345253e-2,5.596425313480836e-2
2010,"RI",4.157148557580678e-2,0.12695652173913044
2010,"SC",6.707334983607542e-2,4.1694337770334655e-2
2010,"SD",3.156548966474447e-2,0.14539030295099128
2010,"TN",6.411259751724073e-2,5.695993663784569e-2
2010,"TX",6.362878418508233e-2,7.505639854346666e-2
2010,"UT",5.292523351279551e-2,3.5863041202981824e-2
2010,"VA",3.738912588409947e-2,5.6318734888074255e-2
2010,"WA",5.834187065414042e-2,2.748687676299714e-2
2010,"WI",4.101736577192259e-2,5.744143773805471e-2
2010,"WV",3.336324931588588e-2,7.957682816584817e-2
2010,"WY",3.93575932245156e-2,5.5260650605689396e-2
2011,"AK",3.87376212036635e-2,0.661151731867428
2011,"AL",5.950127948122994e-2,6.162332296453027e-2
2011,"AR",6.476051304817729e-2,5.496293178801515e-2
2011,"AZ",5.578305359683012e-2,6.759463032907968e-2
2011,"CA",4.4675202759296526e-2,8.01702431756196e-2
2011,"CO",4.289814714094057e-2,6.251436917625738e-2
2011,"FL",6.266606024122666e-2,4.24870897018942e-2
2011,"GA",5.896312105005082e-2,5.2601136752158724e-2
2011,"HI",4.827315308023306e-2,3.4644310196030086e-2
2011,"IA",4.0098100794451856e-2,4.904469353560806e-2
2011,"IL",4.523659597575982e-2,7.131089968712087e-2
2011,"IN",4.923628426400173e-2,8.836274837319381e-2
2011,"KS",5.429320521790296e-2,3.872155427049965e-2
2011,"KY",4.4009394501550274e-2,0.12219851418069681
2011,"LA",6.132683156047457e-2,8.599677718847044e-2
2011,"MA",3.8632315150424486e-2,1.924418437058603e-2
2011,"MD",4.971253106323913e-2,4.6528852251109705e-2
2011,"ME",3.9857719733834306e-2,2.4479254393352422e-2
2011,"MI",4.498759285996155e-2,3.725016368876859e-2
2011,"MN",4.123965876426342e-2,4.617142544354811e-2
2011,"MO",5.72318014291844e-2,8.181482393499138e-2
2011,"MS",4.101719047420207e-2,0.12102100610815911
2011,"NC",5.6461263885634626e-2,3.652270173815346e-2
2011,"ND",3.2270217478421334e-2,6.766805472932778e-2
2011,"NE",4.63060738977217e-2,4.962306822465134e-2
2011,"NH",3.438873483133917e-2,4.315877294313952e-2
2011,"NJ",3.6694809047195805e-2,4.724648619791427e-2
2011,"NV",4.713432065706187e-2,6.57750390962351e-2
2011,"NY",3.387528319139876e-2,5.078367949280967e-2
2011,"OH",5.1340434704382334e-2,5.566284077154001e-2
2011,"OK",5.842939735519208e-2,5.693359713978271e-2
2011,"OR",5.096088529560071e-2,3.6432447220828966e-2
2011,"PA",3.893159414846457e-2,5.9397270567702526e-2
2011,"RI",4.272567070255606e-2,0.1134567218553817
2011,"SC",6.818920026706744e-2,3.7653463381439795e-2
2011,"SD",3.09628046329051e-2,0.14759232676497455
2011,"TN",6.360293280372759e-2,6.0841189802954575e-2
2011,"TX",5.936929399158277e-2,8.041759651250373e-2
2011,"UT",5.002793535218819e-2,3.652083849323396e-2
2011,"VA",3.621262742039965e-2,5.489358287697338e-2
2011,"WA",5.7041626511194286e-2,2.864110751230867e-2
2011,"WI",4.00330013597636e-2,5.54113865690123e-2
2011,"WV",3.269907311247274e-2,8.67698873505037e-2
2011,"WY",3.668996485225921e-2,6.141181612879726e-2
2012,"AK",4.066236069414352e-2,0.6403605962933119
2012,"AL",5.926973325674223e-2,6.086882957573707e-2
2012,"AR",6.40054634158576e-2,5.481856402302135e-2
2012,"AZ",5.380117237480287e-2,6.852291028794931e-2
2012,"CA",4.741258236423948e-2,2.807640069586722e-2
2012,"CO",4.39298689641304e-2,6.036138694448966e-2
2012,"FL",5.8378396620132965e-2,4.304613885425011e-2
2012,"GA",5.605326069128109e-2,5.374560538501115e-2
2012,"HI",5.1218796207706356e-2,5.060604130845486e-2
2012,"IA",3.9435404944080196e-2,5.379991356391686e-2
2012,"IL",4.366159037776651e-2,7.37937484149125e-2
2012,"IN",4.8089567061266804e-2,9.22094520574273e-2
2012,"KS",5.4056483783161254e-2,0.0
2012,"KY",4.140326841488435e-2,0.13330034228215595
2012,"LA",5.8286133942641954e-2,8.96626063256427e-2
2012,"MA",3.6996106740206015e-2,1.7985868671583638e-2
2012,"MD",4.7792680948007975e-2,4.0767963171248464e-2
2012,"ME",3.93429663040119e-2,2.9856268677956453e-2
2012,"MI",4.4232368449458465e-2,4.702709362977972e-2
2012,"MN",4.162736452643663e-2,4.6791606426245455e-2
2012,"MO",5.734543279470097e-2,8.252102090929385e-2
2012,"MS",3.8086183627509165e-2,0.13655223940335945
2012,"NC",5.503637680761297e-2,3.664144827238109e-2
2012,"ND",3.443508712633318e-2,7.695453615977098e-2
2012,"NE",4.6470132492311064e-2,5.3927622469218964e-2
2012,"NH",3.400345072790514e-2,4.3218882728658044e-2
2012,"NJ",3.488117577163208e-2,4.7873109511003153e-2
2012,"NV",5.155251526871068e-2,5.8959205799196446e-2
2012,"NY",3.407439836837926e-2,4.946322312866122e-2
2012,"OH",4.955390419274724e-2,5.593536521282186e-2
2012,"OK",5.9586352535323656e-2,5.6826328675585375e-2
2012,"OR",5.193535431018117e-2,3.648725800591685e-2
2012,"PA",3.8037190974205146e-2,6.2354908609811965e-2
2012,"RI",4.1530361569400556e-2,0.12098286020353509
2012,"SC",6.653388408921168e-2,3.666894803304447e-2
2012,"SD",3.479983693115462e-2,0.13044708545557443
2012,"TN",6.0699585594069023e-2,5.692893117817032e-2
2012,"TX",5.760324140535044e-2,8.141659686575307e-2
2012,"UT",5.001689441297047e-2,3.4731389144638324e-2
2012,"VA",3.510381225618468e-2,5.7550961666957924e-2
2012,"WA",5.867087335830787e-2,2.791378657062872e-2
2012,"WI",4.044375263686129e-2,5.282595877851714e-2
2012,"WV",3.855066834967796e-2,7.440601125010494e-2
2012,"WY",3.6777504786131676e-2,6.415580695975942e-2
2013,"AK",4.380681330274667e-2,0.5368244189302717
2013,"AL",5.577767395192027e-2,6.404494382022471e-2
2013,"AR",6.056146416233422e-2,8.2301403883964e-2
2013,"AZ",5.7165942786305456e-2,6.903781262405717e-2
2013,"CA",4.559575940227603e-2,3.166961130742049e-2
2013,"CO",4.3803651044886295e-2,6.476521559327729e-2
2013,"FL",5.5711767284646635e-2,4.661577418527366e-2
2013,"GA",5.554031516529399e-2,5.231399155809393e-2
2013,"HI",5.3170804666467245e-2,5.146863980105587e-2
2013,"IA",3.7889891618367914e-2,6.546037995334852e-2
2013,"IL",3.96973268549995e-2,8.16480447740767e-2
2013,"IN",4.559473706094051e-2,0.1036800988925253
2013,"KS",5.061391556098851e-2,0.0
2013,"KY",3.884352882261105e-2,0.1484944350937178
2013,"LA",6.00635804729383e-2,9.022495330391705e-2
2013,"MA",3.580256594490747e-2,1.8469186236088127e-2
2013,"MD",4.6490162364482314e-2,5.028121665746256e-2
2013,"ME",3.632399991871552e-2,3.655011655011655e-2
2013,"MI",4.122405738044663e-2,4.290057633697633e-2
2013,"MN",4.00233746655362e-2,4.8286331931803074e-2
2013,"MO",5.45875718355194e-2,9.031026869056563e-2
2013,"MS",3.484860376250763e-2,0.14094764551038316
2013,"NC",5.061758395558256e-2,4.470197166322813e-2
2013,"ND",3.623656972031281e-2,7.629145923579234e-2
2013,"NE",4.421050112641486e-2,6.122172820413686e-2
2013,"NH",3.277576503342975e-2,4.301293088895641e-2
2013,"NJ",3.232537394300726e-2,4.971198036891467e-2
2013,"NV",5.1699689426331415e-2,5.7322500734769286e-2
2013,"NY",3.251773506807052e-2,5.0688672195724975e-2
2013,"OH",4.633544800542046e-2,6.203844644072488e-2
2013,"OK",5.694068184924074e-2,6.054424169696114e-2
2013,"OR",5.1313696134767564e-2,3.7500187313622944e-2
2013,"PA",3.619966662624915e-2,7.413972310830316e-2
2013,"RI",3.994417890660433e-2,0.12199979037836704
2013,"SC",6.315591784186113e-2,3.695054179605773e-2
2013,"SD",3.2469842437226705e-2,0.11756016495352989
2013,"TN",5.7470354184696995e-2,6.922110552763819e-2
2013,"TX",5.586359684119898e-2,8.193503738243536e-2
2013,"UT",5.184057513461811e-2,3.267154153558371e-2
2013,"VA",3.3805088924176115e-2,6.339592489013184e-2
2013,"WA",5.9068004258121205e-2,2.904633738270168e-2
2013,"WI",3.671252364673295e-2,6.2126677040234626e-2
2013,"WV",3.1504307130361606e-2,9.32051448616344e-2
2013,"WY",3.524766802698426e-2,7.332201137118807e-2
2014,"AK",4.200669300862834e-2,0.5359216777847099
2014,"AL",5.338687842176515e-2,6.52967307271426e-2
2014,"AR",5.582142675654423e-2,9.642149916004242e-2
2014,"AZ",5.393093475919354e-2,7.621237057742714e-2
2014,"CA",4.254602601375008e-2,3.3882246050570435e-2
2014,"CO",4.240188508873066e-2,6.62529164105513e-2
2014,"FL",5.3396224576127145e-2,4.5719102357483964e-2
2014,"GA",5.6506395710745276e-2,4.8916052755087515e-2
2014,"HI",5.3531767016695625e-2,2.1047538405709446e-2
2014,"IA",3.668169749537607e-2,7.418446992277938e-2
2014,"IL",3.611700049488188e-2,0.0
2014,"IN",4.148313185417528e-2,0.1022331375610515
2014,"KS",4.6162100711322186e-2,0.0
2014,"KY",3.7450000496697985e-2,0.15551510605797286
2014,"LA",5.8626116630363906e-2,8.87454395473595e-2
2014,"MA",3.264287841104144e-2,1.9926624948858798e-2
2014,"ME",3.184979817510739e-2,4.1685998786537705e-2
2014,"MI",3.708122716916006e-2,4.405805431814916e-2
2014,"MN",3.80347735044163e-2,5.550105423450861e-2
2014,"MO",5.152888053363477e-2,9.635462490468649e-2
2014,"MS",3.312148556589465e-2,0.12213223293197426
2014,"NC",4.7522536028274366e-2,5.164505132637393e-2
2014,"ND",3.6749421322561614e-2,8.373471656168952e-2
2014,"NE",4.361631361627915e-2,5.507813271696398e-2
2014,"NH",3.0371014859929085e-2,4.379481925947607e-2
2014,"NJ",2.9191647499939712e-2,5.347175708863586e-2
2014,"NV",4.971368107570055e-2,6.1438235486046155e-2
2014,"NY",3.1096139051381682e-2,5.05670758734992e-2
2014,"OH",4.2531385374313974e-2,6.668495481389242e-2
2014,"OK",5.2618335035526376e-2,8.262674874940222e-2
2014,"OR",4.8642411956263884e-2,3.8604047249580394e-2
2014,"PA",3.414209616386882e-2,7.112919986144788e-2
2014,"RI",3.561371333604724e-2,0.13795270641841464
2014,"SC",6.09839137685249e-2,3.661498127732023e-2
2014,"SD",3.402780496549621e-2,0.10512292600217997
2014,"TN",5.6027397355891774e-2,6.304764910590444e-2
2014,"TX",5.2474502513176605e-2,8.63102326810066e-2
2014,"UT",4.838272504621597e-2,3.2248686123224866e-2
2014,"WA",5.937351143695952e-2,2.738152500879454e-2
2014,"WI",3.509713500449525e-2,6.59094484944295e-2
2014,"WV",3.185456406784699e-2,9.195521459672402e-2
2014,"WY",3.139573273905328e-2,7.640486362142622e-2
